2,2020/6/29,2,16:00,03:00,meeting,13,Ë∑ØÊ???cafe,,4,#N/A,
2,2020/6/29,2,19:00,01:00,food,1,?®Âì•ÈµùË?Â∞èÁ?,restaurant,,5,#N/A
2,2020/6/29,2,20:00,00:30,leisure,10,,,home,#N/A,1
2,2020/6/29,2,20:30,01:00,shopping,12,Miramar,Shopping mall,,6,#N/A
2,2020/6/29,2,21:30,02:00,study,5,,,home,#N/A,1
2,2020/6/29,2,23:30,01:00,leisure,10,,,home,#N/A,1
2,2020/6/30,3,00:30,08:00,sleep,3,,,home,#N/A,1
2,2020/6/30,3,08:30,01:00,leisure,10,,,home,#N/A,1
2,2020/6/30,3,09:30,00:30,commute,17,,,,#N/A,#N/A
2,2020/6/30,3,10:00,01:30,work,6,,,company,#N/A,2
2,2020/6/30,3,11:30,02:00,food,1,ÁØâÈ?,restaurant,,5,#N/A
2,2020/6/30,3,13:30,02:00,work,6,,,company,#N/A,2
2,2020/6/30,3,15:30,00:30,commute,17,,,,#N/A,#N/A
2,2020/6/30,3,16:00,02:30,leisure,10,,,home,#N/A,1
2,2020/6/30,3,18:30,01:00,food,1,ÊΩÆÂë≥Ê±?restaurant,,5,#N/A,
2,2020/6/30,3,19:30,01:00,leisure,10,,,home,#N/A,1
2,2020/6/30,3,20:30,00:30,shopping,12,ÂÆ∂Ê?Á¶èÂ§ß?¥Â?,Hypermarket,,6,#N/A
2,2020/6/30,3,21:00,01:15,work out,9,world gym,gym,,8,#N/A
2,2020/6/30,3,22:15,00:15,food,1,Á´ã‰?Ê∞∏Â?Ë±ÜÊºø,Breakfast restaurant,,5,#N/A
2,2020/6/30,3,22:30,01:30,leisure,10,,,home,#N/A,1
2,2020/7/1,4,00:00,08:45,sleep,3,,,home,#N/A,1
2,2020/7/1,4,08:45,00:45,leisure,10,,,home,#N/A,1
2,2020/7/1,4,09:30,00:30,commute,17,,,,#N/A,#N/A
2,2020/7/1,4,10:00,02:00,work,6,,,company,#N/A,2
2,2020/7/1,4,12:00,01:30,food,1,?ûÂ∏∏Ê≥?restaurant,,5,#N/A,
2,2020/7/1,4,13:30,02:15,work,6,,,company,#N/A,2
2,2020/7/1,4,15:45,00:30,commute,17,,,,#N/A,#N/A
2,2020/7/1,4,16:15,02:05,leisure,10,,,home,#N/A,1
2,2020/7/1,4,18:20,00:25,commute,17,,,,#N/A,#N/A
2,2020/7/1,4,18:45,03:45,lesson,4,SK2 TOEFL,Cramming school,,9,#N/A
2,2020/7/1,4,22:30,00:20,commute,17,,,,#N/A,#N/A
2,2020/7/1,4,22:50,00:40,work out,9,world gym,gym,,8,#N/A
2,2020/7/1,4,23:30,00:30,food,1,,,home,#N/A,1
2,2020/7/2,5,00:00,01:30,leisure,10,,,home,#N/A,1
2,2020/7/2,5,01:30,07:15,sleep,3,,,home,#N/A,1
2,2020/7/2,5,08:45,00:45,leisure,10,,,home,#N/A,1
2,2020/7/2,5,09:30,00:30,commute,17,,,,#N/A,#N/A
2,2020/7/2,5,10:00,02:00,work,6,,,company,#N/A,2
2,2020/7/2,5,12:00,01:30,food,1,Â∞èÂ?Â∫?restaurant,,5,#N/A,
2,2020/7/2,5,13:30,01:30,work,6,,,company,#N/A,2
2,2020/7/2,5,15:00,01:10,commute,17,,,,#N/A,#N/A
2,2020/7/2,5,16:10,04:50,meeting,13,,,school,#N/A,3
2,2020/7/2,5,21:00,01:00,commute,17,,,,#N/A,#N/A
2,2020/7/2,5,22:00,02:30,leisure,10,,,home,#N/A,1
2,2020/7/3,6,00:30,08:15,sleep,3,,,home,#N/A,1
2,2020/7/3,6,08:45,00:45,leisure,10,,,home,#N/A,1
2,2020/7/3,6,09:30,00:30,commute,17,,,,#N/A,#N/A
2,2020/7/3,6,10:00,02:00,work,6,,,company,#N/A,2
2,2020/7/3,6,12:00,01:30,food,1,?ñÈ?Á™©Â??©Â?Ë≥??,restaurant,,5,#N/A
2,2020/7/3,6,13:30,02:15,work,6,,,company,#N/A,2
2,2020/7/3,6,15:45,00:45,commute,17,,,,#N/A,#N/A
2,2020/7/3,6,16:30,02:00,study,5,Starbucks,cafe,,4,#N/A
2,2020/7/3,6,18:30,00:30,food,1,?Ø‰??ØÁ??êÁ??∂‰ø°Áæ©Â?,ice cream and drink shop,,10,#N/A
2,2020/7/3,6,19:00,03:20,lesson,4,SK2 TOEFL,cram school,,#N/A,#N/A
2,2020/7/3,6,22:20,00:40,commute,17,,,,#N/A,#N/A
2,2020/7/3,6,23:00,03:00,leisure,10,,,home,#N/A,1
2,2020/7/4,7,02:00,07:00,sleep,3,,,home,#N/A,1
2,2020/7/4,7,09:00,01:10,leisure,10,,,home,#N/A,1
2,2020/7/4,7,10:10,00:50,commute,17,,,,#N/A,#N/A
2,2020/7/4,7,11:00,02:30,food,1,?ûÂ∏∏Ê≥?restaurant,,5,#N/A,
2,2020/7/4,7,13:30,02:30,hangout,11,‰ø°Áæ©?Ä,shopping mall,,6,#N/A
2,2020/7/4,7,16:00,00:30,commute,17,,,,#N/A,#N/A
2,2020/7/4,7,16:30,02:30,entertainment,8,Y Hotel Taipei(YMCA),hotel,,11,#N/A
2,2020/7/4,7,19:00,01:30,food,1,Ê®ÇÈ?Ê®?restaurant,,5,#N/A,
2,2020/7/4,7,20:30,00:30,food,1,?àÂ???tea store,,10,#N/A,
2,2020/7/4,7,21:00,02:00,entertainment,8,Y Hotel Taipei(YMCA),hotel,,11,#N/A
2,2020/7/4,7,23:00,00:30,commute,17,,,,#N/A,#N/A
2,2020/7/4,7,23:30,02:00,leisure,10,,,home,#N/A,1
2,2020/7/5,1,01:30,08:00,sleep,3,,,home,#N/A,1
2,2020/7/5,1,09:30,00:50,leisure,10,,,home,#N/A,1
2,2020/7/5,1,10:20,00:50,commute,17,,,,#N/A,#N/A
2,2020/7/5,1,11:10,06:50,hangout,11,Stoppage timeË£úÊ?,cafe,,4,#N/A
2,2020/7/5,1,18:00,01:00,food,1,Â∞èÂ??âÈ∫µ,restaurant,,5,#N/A
2,2020/7/5,1,19:00,00:40,commute,17,,,,#N/A,#N/A
2,2020/7/5,1,19:40,01:20,leisure,10,,,home,#N/A,1
2,2020/7/5,1,21:00,01:30,work out,9,world gym,gym,,8,#N/A
2,2020/7/5,1,22:30,00:30,food,1,737Â∑∑Á?È£üË?,nightmarket,,5,#N/A
2,2020/7/5,1,23:00,02:00,leisure,10,,,home,#N/A,1
2,2020/7/6,2,01:00,08:30,sleep,3,,,home,#N/A,1
2,2020/7/6,2,09:30,03:00,leisure,10,,,home,#N/A,1
2,2020/7/6,2,12:30,00:30,commute,17,,,,#N/A,#N/A
2,2020/7/6,2,13:00,04:00,work,6,,,company,#N/A,2
2,2020/7/6,2,17:00,00:30,commute,17,,,,#N/A,#N/A
2,2020/7/6,2,17:30,01:30,meeting,13,Notch ?ñÂï° Á´ôÂ?Â∫?cafe,,4,#N/A,
2,2020/7/6,2,19:00,00:30,commute,17,,,,#N/A,#N/A
2,2020/7/6,2,19:30,01:00,food,1,?±Ë?È§°È?Á≤•Â? Â§ßÁõ¥ÁæéÈ??ØÂ?,Chinese restaurant,,5,#N/A
2,2020/7/6,2,20:30,04:30,leisure,10,,,home,#N/A,1
2,2020/7/7,3,01:00,08:15,sleep,3,,,home,#N/A,1
2,2020/7/7,3,09:15,01:45,leisure,10,,,home,#N/A,1
2,2020/7/7,3,11:00,00:20,shopping,12,?®ËÅØÁ¶èÂà©‰∏≠Â?Pxmart ?ßÊ??áÊ?,Supermarket,,6,#N/A
2,2020/7/7,3,11:20,01:00,food,1,,,home,#N/A,1
2,2020/7/7,3,12:20,00:40,commute,17,,,,#N/A,#N/A
2,2020/7/7,3,13:00,04:00,work,6,,,company,#N/A,2
2,2020/7/7,3,17:00,00:30,commute,17,,,,#N/A,#N/A
2,2020/7/7,3,17:30,01:15,food,1,?ÉÊ∞£ÂÆ∂Ê?È∫µÈ£ØÈ§?Â§ßÂ?Â∫?Restaurant,,5,#N/A,
2,2020/7/7,3,18:45,03:15,lesson,4,SK2 TOEFL,Cramming school,,9,#N/A
2,2020/7/7,3,22:00,00:40,commute,17,,,,#N/A,#N/A
2,2020/7/7,3,22:40,01:50,leisure,10,,,home,#N/A,1
2,2020/7/8,4,00:30,08:45,sleep,3,,,home,#N/A,1
2,2020/7/8,4,09:15,00:15,commute,17,,,,#N/A,#N/A
2,2020/7/8,4,09:30,02:30,work,6,,,company,#N/A,2
