user_id,date,weekday,start_time,duration,category,category_id,location_name,location_category,my_place,location_id,place_id
2,7月26日,1,16:30,01:45,shopping,12,新光三越台北南西店一館,Department store,,6,0
2,7月26日,1,18:15,00:15,commute,17,,,,0,0
2,7月26日,1,18:30,02:30,food,1,老撈麻辣鍋 麻辣火鍋 麻辣鴨血 宵夜 海鮮,Hot pot restaurant,,5,0
2,7月26日,1,21:00,00:40,commute,17,,,,0,0
2,7月26日,1,21:40,00:50,leisure,10,,,home,0,1
2,7月26日,1,22:30,00:10,commute,17,,,,0,0
2,7月26日,1,22:40,0,work out,9,world gym,gym,,8,0
2,7月27日,2,00:00,01:00,leisure,10,,,home,0,1
2,7月27日,2,01:00,09:00,sleep,3,,,home,0,1
2,7月27日,2,10:00,02:20,leisure,10,,,home,0,1
2,7月27日,2,12:20,00:45,commute,17,,,,0,0
2,7月27日,2,13:05,03:55,work,6,,,company,0,2
2,7月27日,2,17:00,00:45,commute,17,,,,0,0
2,7月27日,2,17:45,00:55,food,1,鳳華拉麵,Restaurant,,5,0
2,7月27日,2,18:40,00:10,commute,17,,,,0,0
2,7月27日,2,18:50,02:20,entertainment,8,Mirawar,shopping mall,,6,0
2,7月27日,2,21:10,00:10,commute,17,,,,0,0
2,7月27日,2,21:20,00:10,food,1,麥當勞,Fast food restaurant,,5,0
2,7月27日,2,21:30,00:10,commute,17,,,,0,0
2,7月27日,2,21:40,0,leisure,10,,,home,0,1
2,7月28日,3,01:20,08:10,sleep,3,,,home,0,1
2,7月28日,3,09:30,00:05,commute,17,,,,0,0
2,7月28日,3,09:35,00:05,Others,18,內湖北勢湖郵局,Post office,,23,0
2,7月28日,3,09:40,00:05,commute,17,,,,0,0
2,7月28日,3,09:45,08:35,leisure,10,,,home,0,1
2,7月28日,3,18:20,00:35,commute,17,,,,0,0
2,7月28日,3,18:55,03:15,lesson,4,SK2 TOEFL,Cramming school,,9,0
2,7月28日,3,22:10,00:50,commute,17,,,,0,0
2,7月28日,3,23:00,0,leisure,10,,,home,0,1
2,7月29日,4,01:00,08:30,sleep,3,,,home,0,1
2,7月29日,4,09:30,00:50,leisure,10,,,home,0,1
2,7月29日,4,10:20,00:30,commute,17,,,,0,0
2,7月29日,4,10:50,01:50,shopping,12,忠孝sogo,Department store,,6,0
2,7月29日,4,12:40,00:20,commute,17,,,,0,0
2,7月29日,4,13:00,04:00,work,6,,,company,0,2
2,7月29日,4,17:00,00:50,commute,17,,,,0,0
2,7月29日,4,17:50,03:10,leisure,10,,,home,0,1
2,7月29日,4,21:00,00:10,commute,17,,,,0,0
2,7月29日,4,21:10,00:30,shopping,12,家樂福,Hypermarket,,7,0
2,7月29日,4,21:40,00:05,commute,17,,,,0,0
2,7月29日,4,21:45,01:15,work out,9,world gym,gym,,8,0
2,7月29日,4,23:00,00:05,commute,17,,,,0,0
2,7月29日,4,23:05,0,leisure,10,,,home,0,1
2,7月30日,5,00:30,09:00,sleep,3,,,home,0,1
2,7月30日,5,09:30,03:20,leisure,10,,,home,0,1
2,7月30日,5,12:50,00:45,commute,17,,,,0,0
2,7月30日,5,13:35,04:55,meeting,13,Notch,cafe,,4,0
2,7月30日,5,18:30,01:30,food,1,吉豚屋,Tonkatsu restaurant,,5,0
2,7月30日,5,20:00,01:30,hangout,11,麥當勞,Fast food restaurant,,5,0
2,7月30日,5,21:30,00:30,commute,17,,,,0,0
2,7月30日,5,22:00,00:25,leisure,10,,,home,0,1
2,7月30日,5,22:25,00:05,commute,17,,,,0,0
2,7月30日,5,22:30,00:50,work out,9,world gym,gym,,8,0
2,7月30日,5,23:20,00:10,commute,17,,,,0,0
2,7月30日,5,23:30,0,leisure,10,,,home,0,1
2,8月1日,7,01:00,08:30,sleep,3,,,home,0,1
2,8月1日,7,09:30,02:40,leisure,10,,,home,0,1
2,8月1日,7,12:10,00:40,commute,17,,,,0,0
2,8月1日,7,12:50,04:10,work,6,,,company,0,2
2,8月1日,7,17:00,00:35,commute,17,,,,0,0
2,8月1日,7,17:35,00:50,food,1,雞二拉麵,Ramen restaurant,,5,0
2,8月1日,7,18:25,00:10,commute,17,,,,0,0
2,8月1日,7,18:35,03:40,lesson,4,SK2 TOEFL,cramming school,,9,0
2,8月1日,7,22:15,00:35,commute,17,,,,0,0
