location_id,longitude,latitude,start_date,start_time,weekday,duration,speed,name1,name2,name3,name4,name5,category1,category2,category3,category4,category5
353,121.568385071128,25.0401447702204,2020-09-14,14:37,2,0.0,8.84546444249443,Zhongxin Car Park,BELLAVITA,Zhongxin Plaza,Starbucks,HERMÈS Taipei Bellavita Store,parking,department_store,park,cafe,point_of_interest
354,121.568384568545,25.0392149048132,2020-09-14,14:38,2,0.0,3.47336805979526,BELLAVITA,City Fire Department (Songren),Starbucks,NBA Store 台北旗艦店,石油展示館,department_store,transit_station,cafe,point_of_interest,museum
355,121.568320800073,25.0383037068936,2020-09-14,14:39,2,0.0,8.19282447814744,Latitude 25,My Humble House,Latest Recipe,Le Méridien Taipei,Cama Café - 台北松仁店,restaurant,restaurant,restaurant,lodging,cafe
356,121.568306499321,25.0373588204322,2020-09-14,14:39,2,0.0,9.03224582908437,Ichiran Taipei,遠百信義A13,威秀影城股份有限公司,7-Eleven,Lady M 遠百信義店,restaurant,department_store,movie_theater,convenience_store,food
357,121.568303626108,25.036414594376,2020-09-14,14:39,2,0.0,8.12093703920048,Ichiran Taipei,威秀影城股份有限公司,遠百信義A13,Lady M 遠百信義店,Apple 信義 A13,restaurant,movie_theater,department_store,food,point_of_interest
358,121.568301457186,25.0362182467844,2020-09-14,14:40,2,0.0,0.0,Ichiran Taipei,Apple 信義 A13,威秀影城股份有限公司,遠百信義A13,Shin Kong Mitsukoshi Xinyi Place A11,restaurant,point_of_interest,movie_theater,department_store,department_store
359,121.568292950822,25.0354753189906,2020-09-14,14:41,2,0.0,8.78095231809212,Ichiran Taipei,一幻拉麵 台北信義店,Mala Hot Pot,Fitness Factory Xin-Yi,Family Mart,restaurant,restaurant,restaurant,gym,convenience_store
360,121.568273040206,25.0345610767938,2020-09-14,14:42,2,0.0,5.03476269566292,Ichiran Taipei,Xinyi Dist. Admin. Center(Songren),Deloitte Taiwan,Xinyi Wei Xiu Shopping District,和牛47,restaurant,transit_station,accounting,tourist_attraction,restaurant
361,121.568245197415,25.0336432787115,2020-09-14,14:42,2,0.0,2.86343076977986,Xinyi Dist. Admin. Center(Songren),Sheng Rong Xinyi Parking,Chunghwa Telecom Taipei East District Service Center,Taipei Sinyi Post Office Taipe,Xinyi Dist. Admin. Center(Songren),transit_station,parking,point_of_interest,post_office,transit_station
362,121.568530273264,25.0327642552502,2020-09-14,14:43,2,0.0,6.87154730007914,Sheng Rong Xinyi Parking,WuPaoChun Bakery Taipei,N.Y. Bagels Cafe,Xiangshan Station,Xinyi Dist. Admin. Center(Songren),parking,bakery,restaurant,transit_station,transit_station
363,121.569638681913,25.0327914722297,2020-09-14,14:43,2,0.0,12.577654462368,Xiangshan Station,WuPaoChun Bakery Taipei,JOYCE EAST,Xiangshan Station,55 TIMELESS 琢白,transit_station,bakery,restaurant,point_of_interest,real_estate_agency
364,121.566735841334,25.0372185962232,2020-09-14,14:43,2,0.0,12.577654462368,信義,2,,,,shopping mall,exiting commonPlace,,,
365,121.570724753008,25.0327694957575,2020-09-14,14:43,2,0.0,14.7853549147147,Xiangshan Station,Xiangshan Station,Xiangshan Park,YouBike,樹蛙保育區,transit_station,point_of_interest,park,point_of_interest,park
366,121.571652587101,25.0324475521454,2020-09-14,14:43,2,0.0,11.2667334492071,Xiangshan Park,Xiangshan Station,樹蛙保育區,御兒產後護理之家,Xiangshan Station,park,transit_station,park,health,point_of_interest
367,121.571612717885,25.0315155692458,2020-09-14,14:44,2,0.0,11.6367943117594,Xiangshan Park,Xiangshan Park Playground,樹蛙保育區,Xiangshan Station,三長廟,park,tourist_attraction,park,transit_station,place_of_worship
368,121.571727312588,25.0305682905173,2020-09-14,14:44,2,0.0,14.205467574527,Xiangshan Park,Xiangshan Park Playground,松德臨時平面停車場,環球世貿大樓停車場,Xiangshan Firework Lookout,park,tourist_attraction,parking,parking,point_of_interest
369,121.572205851475,25.0295700722345,2020-09-14,14:44,2,0.0,-1.0,Xiangshan Trail,Xiangshan Firework Lookout,環球世貿大樓停車場,Xiangshan Park,Xiangshan Park Playground,tourist_attraction,point_of_interest,parking,park,tourist_attraction
370,121.572685341839,25.0287659409277,2020-09-14,14:44,2,0.0,-1.0,Xiangshan Firework Lookout,Xiangshan Trail,Xiangshan (Elephant Mountain),象山攝手平臺,環球世貿大樓停車場,point_of_interest,tourist_attraction,tourist_attraction,point_of_interest,parking
371,121.573269432301,25.0278662944896,2020-09-14,14:44,2,0.0,-1.0,象山攝手平臺,象山六巨石觀景台,Xiangshan (Elephant Mountain),Xiangshan Six Rocks,Xiangshan Firework Lookout,point_of_interest,point_of_interest,tourist_attraction,tourist_attraction,point_of_interest
372,121.573852709783,25.0269458123605,2020-09-14,14:44,2,0.0,-1.0,Xiangshan (Elephant Mountain),象山六巨石觀景台,Xiangshan Six Rocks,象山攝手平臺,Xiangshan Trail,tourist_attraction,point_of_interest,tourist_attraction,point_of_interest,tourist_attraction
373,121.574409807709,25.0260299631926,2020-09-14,14:44,2,0.0,-1.0,象山六巨石觀景台,Xiangshan (Elephant Mountain),Xiangshan Six Rocks,象山攝手平臺,一線天,point_of_interest,tourist_attraction,tourist_attraction,point_of_interest,tourist_attraction
374,121.575024359047,25.025130812872,2020-09-14,14:44,2,0.0,-1.0,象山六巨石觀景台,Xiangshan (Elephant Mountain),Xiangshan Six Rocks,象山攝手平臺,Chaoranting,point_of_interest,tourist_attraction,tourist_attraction,point_of_interest,point_of_interest
375,121.575656410365,25.0242630271623,2020-09-14,14:44,2,0.0,-1.0,北星寶宮,Xinyi Park No.8 Public Toilet,Xiangshan Public Toilet,石頭公觀音廟,聯勤兵工技術學校,place_of_worship,point_of_interest,point_of_interest,place_of_worship,point_of_interest
376,121.576275046688,25.0233903612844,2020-09-14,14:45,2,0.0,15.8287725448608,石頭公觀音廟,石頭公觀音亭(法雷窟),聯勤兵工技術學校,舊坡福德宮,睿擇聯合律師事務所台北所,place_of_worship,point_of_interest,point_of_interest,place_of_worship,point_of_interest
377,121.576886563874,25.0223551778457,2020-09-14,14:45,2,0.0,16.5281974285843,石頭公觀音廟,石頭公觀音亭(法雷窟),舊坡福德宮,上林苑管理委員會,福雲宮,place_of_worship,point_of_interest,place_of_worship,point_of_interest,place_of_worship
378,121.577403632681,25.0214461015279,2020-09-14,14:45,2,0.0,16.1957151822808,石頭公觀音廟,大廣禪寺,石頭公觀音亭(法雷窟),舊坡福德宮,上林苑管理委員會,place_of_worship,place_of_worship,point_of_interest,place_of_worship,point_of_interest
379,121.577949162442,25.0205419457101,2020-09-14,14:45,2,0.0,16.2817318671312,大廣禪寺,蝙蝠洞,上林苑管理委員會,石頭公觀音廟,上林苑別墅,place_of_worship,tourist_attraction,point_of_interest,place_of_worship,point_of_interest
380,121.578530868501,25.019582200299,2020-09-14,14:45,2,0.0,-1.0,大廣禪寺,上林苑別墅,上林苑管理委員會,聖天宮,昌盛建設股份有限公司,place_of_worship,point_of_interest,point_of_interest,place_of_worship,point_of_interest
381,121.578530868501,25.019582200299,2020-09-14,14:45,2,0.0,-1.0,大廣禪寺,上林苑別墅,上林苑管理委員會,聖天宮,昌盛建設股份有限公司,place_of_worship,point_of_interest,point_of_interest,place_of_worship,point_of_interest
382,121.579070204411,25.0186752747029,2020-09-14,14:45,2,0.0,-1.0,大廣禪寺,上林苑別墅,上林苑管理委員會,昌盛建設股份有限公司,中國軸承展業股份有限公司,place_of_worship,point_of_interest,point_of_interest,point_of_interest,point_of_interest
383,121.579640810582,25.01756861486,2020-09-14,14:45,2,0.0,-1.0,上林苑別墅,中國軸承展業股份有限公司,明照祇園有限公司,昌盛建設股份有限公司,小挹翠,point_of_interest,point_of_interest,point_of_interest,point_of_interest,point_of_interest
384,121.579640810582,25.01756861486,2020-09-14,14:45,2,0.0,-1.0,上林苑別墅,中國軸承展業股份有限公司,明照祇園有限公司,昌盛建設股份有限公司,小挹翠,point_of_interest,point_of_interest,point_of_interest,point_of_interest,point_of_interest
385,121.580052804371,25.0165820753365,2020-09-14,14:45,2,0.0,-1.0,土地公嶺古道,Fude Cemetery,Fude Cemetery Area 14,Fude Cemetery,Fude Cemetery Area 12,tourist_attraction,transit_station,transit_station,transit_station,transit_station
386,121.580391334979,25.0155707439871,2020-09-14,14:46,2,0.0,-1.0,Fude Cemetery,土地公嶺古道,Fude Cemetery,Fude Cemetery Area 14,Fude Cemetery Area 12,transit_station,tourist_attraction,transit_station,transit_station,transit_station
387,121.580674809619,25.0145393126009,2020-09-14,14:46,2,0.0,-1.0,土地公嶺古道,Fu De Keng Public Cemetery,Fude Cemetery,富德公墓第四區,Fude Cemetery,tourist_attraction,point_of_interest,transit_station,cemetery,transit_station
388,121.580899950118,25.0135152728519,2020-09-14,14:46,2,0.0,-1.0,Fude Cemetery,土地公嶺古道,Fu De Keng Public Cemetery,富德公墓第四區,Fude Cemetery,transit_station,tourist_attraction,point_of_interest,cemetery,transit_station
389,121.581094670417,25.0124708439526,2020-09-14,14:46,2,0.0,-1.0,Fude Cemetery,富德公墓第四區,Fu De Keng Public Cemetery,土地公嶺古道,Fude Cemetery,transit_station,cemetery,point_of_interest,tourist_attraction,transit_station
390,121.581181111358,25.011419419614,2020-09-14,14:46,2,0.0,-1.0,Fude Cemetery,Fu De Keng Public Cemetery,富德公墓第四區,Fude Cemetery,土地公嶺古道,transit_station,point_of_interest,cemetery,transit_station,tourist_attraction
391,121.581239180411,25.0103704136389,2020-09-14,14:46,2,0.0,-1.0,Fude Cemetery,土地公嶺古道,Fu De Keng Public Cemetery,Fude Cemetery,富德公墓第四區,transit_station,tourist_attraction,point_of_interest,transit_station,cemetery
392,121.581245813507,25.0087134407475,2020-09-14,14:46,2,0.0,16.0707111358643,土地公嶺古道,Fude Cemetery,Fude Cemetery,Fude Cemetery Area 14,Fude Cemetery Area 12,tourist_attraction,transit_station,transit_station,transit_station,transit_station
393,121.58120237887,25.0078034749994,2020-09-14,14:47,2,0.0,16.4383130451008,Fude Cemetery,土地公嶺古道,Fude Cemetery,Fude Cemetery Area 14,Fude Cemetery Area 12,transit_station,tourist_attraction,transit_station,transit_station,transit_station
394,121.581136470135,25.0067765515747,2020-09-14,14:47,2,0.0,16.7851031026562,Fude Cemetery,土地公嶺古道,Fude Cemetery,Fude Cemetery Area 14,Fude Cemetery Area 12,transit_station,tourist_attraction,transit_station,transit_station,transit_station
395,121.580935136623,25.0057616112744,2020-09-14,14:47,2,0.0,16.4224450110172,Fude Cemetery,土地公嶺古道,Fude Cemetery Area 14,Fude Cemetery,Fude Cemetery Area 12,transit_station,tourist_attraction,transit_station,transit_station,transit_station
396,121.580634444168,25.0047986023663,2020-09-14,14:47,2,0.0,16.2741440361817,Shibikeng,Shibikeng,富邦建材有限公司,风动石圣公庙,賴桑香腸,transit_station,transit_station,point_of_interest,place_of_worship,food
397,121.580142063047,25.0038786271782,2020-09-14,14:47,2,0.0,16.3335686286353,Fengdongshi,Shibikeng,富邦建材有限公司,风动石圣公庙,Shibikeng,transit_station,transit_station,point_of_interest,place_of_worship,transit_station
398,121.579532430956,25.0030817665493,2020-09-14,14:47,2,0.0,15.2654375389141,Fengdongshi,坡內坑公園,賴桑香腸,Fengdongshi,风动石圣公庙,transit_station,park,food,transit_station,place_of_worship
399,121.578736618254,25.0024062271619,2020-09-14,14:47,2,0.0,16.0353036448426,Bojia Experimental Elementary School,Fengdongshi,坡內坑公園,Fengdongshi,敦南山林社區管理委員會,primary_school,transit_station,park,transit_station,point_of_interest
400,121.577919562256,25.0017795645028,2020-09-14,14:47,2,0.0,15.0803051532517,Fengdongshi,Bojia Experimental Elementary School,坡內坑公園,Fengdongshi,Bojia Sports Park,transit_station,primary_school,park,transit_station,tourist_attraction
401,121.577128944971,25.0011717256445,2020-09-14,14:47,2,0.0,14.586453469758,Bojia Experimental Elementary School,木柵動物園停車場（河川高灘地）,Bojia Sports Park,Daonan Soccer Field,Fengdongshi,primary_school,parking,tourist_attraction,point_of_interest,transit_station
402,121.576787338254,25.000295096876,2020-09-14,14:48,2,0.0,6.46959322020267,Daonan Soccer Field,Bojia Experimental Elementary School,Bojia Sports Park,松山平價做臉無痛清粉刺,Bojia Elementary School,point_of_interest,primary_school,tourist_attraction,beauty_salon,transit_station
403,121.577788863403,25.0003940470801,2020-09-14,14:48,2,0.0,10.5690022040497,田太石材工程有限公司,Taipei Zoo,臺灣國寶舘,Daonan Soccer Field,木柵動物園停車場（河川高灘地）,general_contractor,zoo,museum,point_of_interest,parking
404,121.578742669542,25.0007963532824,2020-09-14,14:48,2,0.0,12.5504667569231,木柵動物園停車場（河川高灘地）,Taipei Zoo,Fengdongshi,Fengdongshi,玉皇宮收驚,parking,zoo,transit_station,transit_station,place_of_worship
405,121.579642256733,25.0012386494888,2020-09-14,14:48,2,0.0,12.7786782974755,Fengdongshi,Taipei Zoo,木柵動物園停車場（河川高灘地）,Fengdongshi,臺北市立動物園昆蟲館,transit_station,zoo,parking,transit_station,zoo
406,121.580583007106,25.0017134466657,2020-09-14,14:48,2,0.0,11.2128397916303,Taipei Zoo,Taipei Zoo Formosan Animal Area,Fengdongshi,风动石圣公庙,Fengdongshi,zoo,zoo,transit_station,place_of_worship,transit_station
407,121.581577629051,25.0021854240128,2020-09-14,14:48,2,0.0,12.2155434215349,賴桑香腸,有間車行,Taipei Zoo,富邦建材有限公司,风动石圣公庙,food,car_repair,zoo,point_of_interest,place_of_worship
408,121.582562560429,25.0025442439,2020-09-14,14:49,2,0.0,12.2709271019641,Taipei Zoo,Taipei Zoo Formosan Animal Area,Sum,Shibikeng,Shibikeng,zoo,zoo,car_repair,transit_station,transit_station
409,121.583560174178,25.0028033906785,2020-09-14,14:49,2,0.0,9.84590829362252,Taipei Zoo,Shibikeng,Shibikeng,Sum,東南客運萬芳站,zoo,transit_station,transit_station,car_repair,point_of_interest
410,121.58423628978,25.002062122524,2020-09-14,14:49,2,0.0,10.760999560324,Taipei Zoo,MRT Muzha Depot,Taipei Zoo Formosan Animal Area,Shibikeng,Wanfu Bridge,zoo,point_of_interest,zoo,transit_station,transit_station
411,121.583931492243,25.0011312140473,2020-09-14,14:49,2,0.0,11.5408862980992,MRT Muzha Depot,Taipei Zoo,Tesla Destination Charger,臺北市立動物園昆蟲館,Taipei Zoo Formosan Animal Area,point_of_interest,zoo,point_of_interest,zoo,zoo
412,121.583075584694,25.0005423502239,2020-09-14,14:49,2,0.0,10.1488363463472,Taipei Zoo,MRT Muzha Depot,Children's Zoo,臺北市立動物園昆蟲館,Taipei Zoo Formosan Animal Area,zoo,point_of_interest,zoo,zoo,zoo
413,121.582155364119,25.000031636921,2020-09-14,14:50,2,0.0,11.5145079813449,Taipei Zoo,Children's Zoo,Taipei Zoo Formosan Animal Area,McDonald's Taipei Zoo,MRT Muzha Depot,zoo,zoo,zoo,restaurant,point_of_interest
414,121.58129023745,24.9995105798983,2020-09-14,14:50,2,0.0,11.7753748260697,Taipei Zoo,Taipei Zoo Formosan Animal Area,Children's Zoo,McDonald's Taipei Zoo,Fern Garden,zoo,zoo,zoo,restaurant,zoo
415,121.580417946926,24.9989907762155,2020-09-14,14:50,2,0.0,8.4594034240261,Taipei Zoo,Muzha Bike Rental,Taipei Zoo Formosan Animal Area,道南河濱公園河濱腳踏車道,Fern Garden,zoo,point_of_interest,zoo,point_of_interest,zoo
416,121.58024775347,24.9988929297713,2020-09-14,14:50,2,0.0,0.0,Taipei Zoo,Taipei Zoo Formosan Animal Area,Muzha Bike Rental,木柵動物園停車場（河川高灘地）,道南河濱公園河濱腳踏車道,zoo,zoo,point_of_interest,parking,point_of_interest
417,121.579544125872,24.9984671072763,2020-09-14,14:51,2,0.0,11.1133549361819,Taipei Zoo Station,Taipei Zoo,Taipei Zoo Formosan Animal Area,木柵動物園停車場（河川高灘地）,葡而飛街角複合式簡餐,subway_station,zoo,zoo,parking,restaurant
418,121.578648276846,24.9979021884809,2020-09-14,14:51,2,0.0,11.0347290825789,動物園站地下停車場,木柵動物園停車場（河川高灘地）,Taipei Zoo Formosan Animal Area,Taipei Zoo,Taipei Zoo Station,parking,parking,zoo,zoo,subway_station
419,121.577810535909,24.9973974181393,2020-09-14,14:51,2,0.0,7.700728924506,Taipei Zoo Formosan Animal Area,動物園站地下停車場,木柵動物園停車場（河川高灘地）,Daonan Soccer Field,Taipei Zoo,zoo,parking,parking,point_of_interest,zoo
420,121.576975867375,24.9968948963889,2020-09-14,14:52,2,0.0,10.07894385344,Maokong Gondola Taipei Zoo Station,貓空纜車服務中心,Taipei Zoo Station,Daonan Soccer Field,Taipei Zoo,bus_station,point_of_interest,transit_station,point_of_interest,zoo
421,121.576077437701,24.9963413392795,2020-09-14,14:52,2,0.0,10.4476124645911,Taipei Zoo Station,Maokong Gondola,貓空纜車,Maokong Gondola Taipei Zoo Station,Daonan Soccer Field,transit_station,point_of_interest,point_of_interest,bus_station,point_of_interest
422,121.575163298649,24.9958370619481,2020-09-14,14:52,2,0.0,10.3820249439185,Taipei Zoo Station,Ruins Coffee Roasters,貓空纜車,Maokong Gondola,Maokong Gondola Taipei Zoo Station,transit_station,cafe,point_of_interest,point_of_interest,bus_station
423,121.574295177783,24.9952941189109,2020-09-14,14:52,2,0.0,11.6415013440888,Ruins Coffee Roasters,道南萬壽壘球場,Taipei Zoo Station,Muzha Vocational High School,Wanshou Bridge (Xinguang Rd.),cafe,point_of_interest,transit_station,school,transit_station
424,121.573839782892,24.9944730613583,2020-09-14,14:52,2,0.0,11.7439091674972,Ruins Coffee Roasters,道南萬壽壘球場,Wanshou Bridge (Xinguang Rd.),Wanshou Bridge (Xin Guang),桌遊星球-政大店/文山區桌遊店/台北桌遊/文山區室內活動/文山區休閒桌遊/文山區室內活動桌遊推薦/文山區下雨天行程桌遊,cafe,point_of_interest,transit_station,transit_station,cafe
425,121.573742101572,24.9935659511693,2020-09-14,14:52,2,0.0,7.51639867096939,龐家肉羹,桌遊星球-政大店/文山區桌遊店/台北桌遊/文山區室內活動/文山區休閒桌遊/文山區室內活動桌遊推薦/文山區下雨天行程桌遊,Wanshou Bridge (Xinguang Rd.),道南萬壽壘球場,Wanshou Bridge (Xin Guang),restaurant,cafe,transit_station,point_of_interest,transit_station
426,121.573711990286,24.9926432901368,2020-09-14,14:53,2,0.0,7.40606940218663,HOYDEA,桌遊星球-政大店/文山區桌遊店/台北桌遊/文山區室內活動/文山區休閒桌遊/文山區室內活動桌遊推薦/文山區下雨天行程桌遊,戰略新光店(駭客),揉道Nubun不老麵糰 - 政大總店 （包子饅頭專賣店）,Wanshou Bridge (Xin Guang),bar,cafe,point_of_interest,restaurant,transit_station
427,121.573832350006,24.9916424745852,2020-09-14,14:53,2,0.0,4.72367123424847,7-Eleven,政大汽車,Bank Of Taiwan,揉道Nubun不老麵糰 - 政大總店 （包子饅頭專賣店）,Good Cleaner 庫克麗汽車美容中心,convenience_store,car_repair,bank,restaurant,car_repair
428,121.574819140478,24.9919075954692,2020-09-14,14:54,2,0.0,9.10786121607187,7-Eleven,In-Stone Motel,遠雄秀明,Bank Of Taiwan,Wanshou Bridge (Xiuming),convenience_store,lodging,point_of_interest,bank,transit_station
429,121.575857135219,24.9917908583818,2020-09-14,14:54,2,0.0,6.96925194974679,In-Stone Motel,National Chengchi University,7-Eleven,Taibeishiwenshanquwanxing Elementary School,真耶穌教會木柵教會,lodging,university,convenience_store,primary_school,church
430,121.576633859446,24.991166552161,2020-09-14,14:54,2,0.0,11.6055876409651,阿尼亞，造型蛋糕烘焙坊,Taibeishiwenshanquwanxing Elementary School,Da Cheng High School,秀明雜貨店,木柵協天宮,bakery,primary_school,school,grocery_or_supermarket,place_of_worship
431,121.576814312584,24.9901425753496,2020-09-14,14:54,2,0.0,9.28827151834319,Taibeishiwenshanquwanxing Elementary School,Dacheng High School,萬興國小運動中心-恆動力萬興營業所,Da Cheng High School,Wanxing Elementary School,primary_school,transit_station,point_of_interest,school,transit_station
432,121.576814312584,24.9901425753496,2020-09-14,14:54,2,0.0,9.28827151834319,Taibeishiwenshanquwanxing Elementary School,Dacheng High School,萬興國小運動中心-恆動力萬興營業所,Da Cheng High School,Wanxing Elementary School,primary_school,transit_station,point_of_interest,school,transit_station
433,121.576833231292,24.9891314295196,2020-09-14,14:55,2,0.0,7.37239507001893,Taibeishiwenshanquwanxing Elementary School,Jasons Market Place,Taipei Municipal Library Wan-Hsing Branch,冠德名人錄社區,文山老人服務中心,primary_school,supermarket,library,point_of_interest,point_of_interest
434,121.576405844444,24.9884276696318,2020-09-14,14:55,2,0.0,4.65342147343356,Jasons Market Place,Juicy Bun Burger 就是棒 美式餐廳 政大店,Taipei Municipal Library Wan-Hsing Branch,Subway,Quick Quality Digital Printing Center,supermarket,restaurant,library,restaurant,point_of_interest
435,121.576329849954,24.9883468160196,2020-09-14,14:55,2,0.0,4.52868753225715,Jasons Market Place,Juicy Bun Burger 就是棒 美式餐廳 政大店,古早味蛋餅飯糰,shabu鮮涮涮鍋,Quick Quality Digital Printing Center,supermarket,restaurant,restaurant,restaurant,point_of_interest
436,121.5771149,24.9861694,2020-09-14,14:56,2,0.0,4.52868753225715,school ,3,,,,school,entering myPlace,,,
437,121.575877818675,24.9874637634859,2020-09-14,14:57,2,0.0,1.09578602757986,NCCU Studio 62 x cama café 台北政大店,政大校友服務中心,米塔義式廚房-政大店,政大,National Chengchi University,restaurant,school,restaurant,school,university
438,121.575877818675,24.9874637634859,2020-09-14,14:57,2,0.0,1.09578602757986,NCCU Studio 62 x cama café 台北政大店,政大校友服務中心,米塔義式廚房-政大店,政大,National Chengchi University,restaurant,school,restaurant,school,university
439,121.575140307845,24.9868552234963,2020-09-14,14:59,2,0.0,0.779562773754013,National Chengchi University,政大,政大行政大樓,NCCU Studio 62 x cama café 台北政大店,NCCU Guo Fu Building,university,school,school,restaurant,school
440,121.574145206166,24.9869382388454,2020-09-14,15:00,2,0.0,1.07261158808967,Dragon Trail,政大大勇樓,Straight A 蘋果校園體驗中心-政大門市,麗文文化事業機構—巨流政大書城,McDonald's Taipei Zhinan (National Chenchi University),tourist_attraction,school,electronics_store,book_store,restaurant
441,121.5771149,24.9861694,2020-09-14,15:00,2,0.0,1.07261158808967,school ,3,,,,school,exiting myPlace,,,
442,121.574781540067,24.9876439146533,2020-09-14,16:03,2,0.0,1.53673577750677,鬼匠拉麵-政大店,享窩咖啡 Cozy Room Cafe,Hilife,McDonald's Taipei Zhinan (National Chenchi University),National Chengchi University,restaurant,restaurant,convenience_store,restaurant,transit_station
443,121.5771149,24.9861694,2020-09-14,16:05,2,0.0,1.53673577750677,school ,3,,,,school,entering myPlace,,,
444,121.575773089856,24.9876309980362,2020-09-14,16:07,2,0.0,0.697842368501721,NCCU Studio 62 x cama café 台北政大店,米塔義式廚房-政大店,Yoshinoya National Chengchi University,Bobochacha Malaysia Restaurant,政大校友服務中心,restaurant,restaurant,restaurant,restaurant,school
445,121.576662307695,24.987186412944,2020-09-14,16:09,2,0.0,1.42943396673836,National Chengchi University,NCCU College of Commerce,7-Eleven,NCCU Studio 62 x cama café 台北政大店,政大,university,university,convenience_store,restaurant,school
446,121.57695752371,24.986496807071,2020-09-14,18:35,2,0.0,0.0,National Chengchi University,NCCU College of Commerce,Hilife,國立政治大學商學院圖書分館,逸仙樓,university,university,convenience_store,library,school
447,121.57695752371,24.986496807071,2020-09-14,18:35,2,0.0,0.0,National Chengchi University,NCCU College of Commerce,Hilife,國立政治大學商學院圖書分館,逸仙樓,university,university,convenience_store,library,school
448,121.57695752371,24.986496807071,2020-09-14,18:35,2,0.0,0.0,National Chengchi University,NCCU College of Commerce,Hilife,國立政治大學商學院圖書分館,逸仙樓,university,university,convenience_store,library,school
